month_order,Date,Year,Month,Day,week,day,quarter,week_order,quarter_order,month_order_2,month_order_6,year_order
12,14-12-2014,2014,12,14,50,Sunday,2014 Q4,50,4,6,2,1
12,15-12-2014,2014,12,15,51,Monday,2014 Q4,51,4,6,2,1
12,16-12-2014,2014,12,16,51,Tuesday,2014 Q4,51,4,6,2,1
12,17-12-2014,2014,12,17,51,Wednesday,2014 Q4,51,4,6,2,1
12,18-12-2014,2014,12,18,51,Thursday,2014 Q4,51,4,6,2,1
12,19-12-2014,2014,12,19,51,Friday,2014 Q4,51,4,6,2,1
12,20-12-2014,2014,12,20,51,Saturday,2014 Q4,51,4,6,2,1
12,21-12-2014,2014,12,21,51,Sunday,2014 Q4,51,4,6,2,1
12,22-12-2014,2014,12,22,52,Monday,2014 Q4,52,4,6,2,1
12,23-12-2014,2014,12,23,52,Tuesday,2014 Q4,52,4,6,2,1
12,24-12-2014,2014,12,24,52,Wednesday,2014 Q4,52,4,6,2,1
12,25-12-2014,2014,12,25,52,Thursday,2014 Q4,52,4,6,2,1
12,26-12-2014,2014,12,26,52,Friday,2014 Q4,52,4,6,2,1
12,27-12-2014,2014,12,27,52,Saturday,2014 Q4,52,4,6,2,1
12,28-12-2014,2014,12,28,52,Sunday,2014 Q4,52,4,6,2,1
12,29-12-2014,2014,12,29,1,Monday,2014 Q4,53,4,6,2,1
12,30-12-2014,2014,12,30,1,Tuesday,2014 Q4,53,4,6,2,1
12,31-12-2014,2014,12,31,1,Wednesday,2014 Q4,53,4,6,2,1
13,01-01-2015,2015,1,1,1,Thursday,2015 Q1,53,5,7,3,2
13,02-01-2015,2015,1,2,1,Friday,2015 Q1,53,5,7,3,2
13,03-01-2015,2015,1,3,1,Saturday,2015 Q1,53,5,7,3,2
13,04-01-2015,2015,1,4,1,Sunday,2015 Q1,53,5,7,3,2
13,05-01-2015,2015,1,5,2,Monday,2015 Q1,54,5,7,3,2
13,06-01-2015,2015,1,6,2,Tuesday,2015 Q1,54,5,7,3,2
13,07-01-2015,2015,1,7,2,Wednesday,2015 Q1,54,5,7,3,2
13,08-01-2015,2015,1,8,2,Thursday,2015 Q1,54,5,7,3,2
13,09-01-2015,2015,1,9,2,Friday,2015 Q1,54,5,7,3,2
13,10-01-2015,2015,1,10,2,Saturday,2015 Q1,54,5,7,3,2
13,11-01-2015,2015,1,11,2,Sunday,2015 Q1,54,5,7,3,2
13,12-01-2015,2015,1,12,3,Monday,2015 Q1,55,5,7,3,2
13,13-01-2015,2015,1,13,3,Tuesday,2015 Q1,55,5,7,3,2
13,14-01-2015,2015,1,14,3,Wednesday,2015 Q1,55,5,7,3,2
13,15-01-2015,2015,1,15,3,Thursday,2015 Q1,55,5,7,3,2
13,16-01-2015,2015,1,16,3,Friday,2015 Q1,55,5,7,3,2
13,17-01-2015,2015,1,17,3,Saturday,2015 Q1,55,5,7,3,2
13,18-01-2015,2015,1,18,3,Sunday,2015 Q1,55,5,7,3,2
13,19-01-2015,2015,1,19,4,Monday,2015 Q1,56,5,7,3,2
13,20-01-2015,2015,1,20,4,Tuesday,2015 Q1,56,5,7,3,2
13,21-01-2015,2015,1,21,4,Wednesday,2015 Q1,56,5,7,3,2
13,22-01-2015,2015,1,22,4,Thursday,2015 Q1,56,5,7,3,2
13,23-01-2015,2015,1,23,4,Friday,2015 Q1,56,5,7,3,2
13,24-01-2015,2015,1,24,4,Saturday,2015 Q1,56,5,7,3,2
13,25-01-2015,2015,1,25,4,Sunday,2015 Q1,56,5,7,3,2
13,26-01-2015,2015,1,26,5,Monday,2015 Q1,57,5,7,3,2
13,27-01-2015,2015,1,27,5,Tuesday,2015 Q1,57,5,7,3,2
13,28-01-2015,2015,1,28,5,Wednesday,2015 Q1,57,5,7,3,2
13,29-01-2015,2015,1,29,5,Thursday,2015 Q1,57,5,7,3,2
13,30-01-2015,2015,1,30,5,Friday,2015 Q1,57,5,7,3,2
13,31-01-2015,2015,1,31,5,Saturday,2015 Q1,57,5,7,3,2
14,01-02-2015,2015,2,1,5,Sunday,2015 Q1,57,5,7,3,2
14,02-02-2015,2015,2,2,6,Monday,2015 Q1,58,5,7,3,2
14,03-02-2015,2015,2,3,6,Tuesday,2015 Q1,58,5,7,3,2
14,04-02-2015,2015,2,4,6,Wednesday,2015 Q1,58,5,7,3,2
14,05-02-2015,2015,2,5,6,Thursday,2015 Q1,58,5,7,3,2
14,06-02-2015,2015,2,6,6,Friday,2015 Q1,58,5,7,3,2
14,07-02-2015,2015,2,7,6,Saturday,2015 Q1,58,5,7,3,2
14,08-02-2015,2015,2,8,6,Sunday,2015 Q1,58,5,7,3,2
14,09-02-2015,2015,2,9,7,Monday,2015 Q1,59,5,7,3,2
14,10-02-2015,2015,2,10,7,Tuesday,2015 Q1,59,5,7,3,2
14,11-02-2015,2015,2,11,7,Wednesday,2015 Q1,59,5,7,3,2
14,12-02-2015,2015,2,12,7,Thursday,2015 Q1,59,5,7,3,2
14,13-02-2015,2015,2,13,7,Friday,2015 Q1,59,5,7,3,2
14,14-02-2015,2015,2,14,7,Saturday,2015 Q1,59,5,7,3,2
14,15-02-2015,2015,2,15,7,Sunday,2015 Q1,59,5,7,3,2
14,16-02-2015,2015,2,16,8,Monday,2015 Q1,60,5,7,3,2
14,17-02-2015,2015,2,17,8,Tuesday,2015 Q1,60,5,7,3,2
14,18-02-2015,2015,2,18,8,Wednesday,2015 Q1,60,5,7,3,2
14,19-02-2015,2015,2,19,8,Thursday,2015 Q1,60,5,7,3,2
14,20-02-2015,2015,2,20,8,Friday,2015 Q1,60,5,7,3,2
14,21-02-2015,2015,2,21,8,Saturday,2015 Q1,60,5,7,3,2
14,22-02-2015,2015,2,22,8,Sunday,2015 Q1,60,5,7,3,2
14,23-02-2015,2015,2,23,9,Monday,2015 Q1,61,5,7,3,2
14,24-02-2015,2015,2,24,9,Tuesday,2015 Q1,61,5,7,3,2
14,25-02-2015,2015,2,25,9,Wednesday,2015 Q1,61,5,7,3,2
14,26-02-2015,2015,2,26,9,Thursday,2015 Q1,61,5,7,3,2
14,27-02-2015,2015,2,27,9,Friday,2015 Q1,61,5,7,3,2
14,28-02-2015,2015,2,28,9,Saturday,2015 Q1,61,5,7,3,2
15,01-03-2015,2015,3,1,9,Sunday,2015 Q1,61,5,8,3,2
15,02-03-2015,2015,3,2,10,Monday,2015 Q1,62,5,8,3,2
15,03-03-2015,2015,3,3,10,Tuesday,2015 Q1,62,5,8,3,2
15,04-03-2015,2015,3,4,10,Wednesday,2015 Q1,62,5,8,3,2
15,05-03-2015,2015,3,5,10,Thursday,2015 Q1,62,5,8,3,2
15,06-03-2015,2015,3,6,10,Friday,2015 Q1,62,5,8,3,2
15,07-03-2015,2015,3,7,10,Saturday,2015 Q1,62,5,8,3,2
15,08-03-2015,2015,3,8,10,Sunday,2015 Q1,62,5,8,3,2
15,09-03-2015,2015,3,9,11,Monday,2015 Q1,63,5,8,3,2
15,10-03-2015,2015,3,10,11,Tuesday,2015 Q1,63,5,8,3,2
15,11-03-2015,2015,3,11,11,Wednesday,2015 Q1,63,5,8,3,2
15,12-03-2015,2015,3,12,11,Thursday,2015 Q1,63,5,8,3,2
15,13-03-2015,2015,3,13,11,Friday,2015 Q1,63,5,8,3,2
15,14-03-2015,2015,3,14,11,Saturday,2015 Q1,63,5,8,3,2
15,15-03-2015,2015,3,15,11,Sunday,2015 Q1,63,5,8,3,2
15,16-03-2015,2015,3,16,12,Monday,2015 Q1,64,5,8,3,2
15,17-03-2015,2015,3,17,12,Tuesday,2015 Q1,64,5,8,3,2
15,18-03-2015,2015,3,18,12,Wednesday,2015 Q1,64,5,8,3,2
15,19-03-2015,2015,3,19,12,Thursday,2015 Q1,64,5,8,3,2
15,20-03-2015,2015,3,20,12,Friday,2015 Q1,64,5,8,3,2
15,21-03-2015,2015,3,21,12,Saturday,2015 Q1,64,5,8,3,2
15,22-03-2015,2015,3,22,12,Sunday,2015 Q1,64,5,8,3,2
15,23-03-2015,2015,3,23,13,Monday,2015 Q1,65,5,8,3,2
15,24-03-2015,2015,3,24,13,Tuesday,2015 Q1,65,5,8,3,2
15,25-03-2015,2015,3,25,13,Wednesday,2015 Q1,65,5,8,3,2
15,26-03-2015,2015,3,26,13,Thursday,2015 Q1,65,5,8,3,2
15,27-03-2015,2015,3,27,13,Friday,2015 Q1,65,5,8,3,2
15,28-03-2015,2015,3,28,13,Saturday,2015 Q1,65,5,8,3,2
15,29-03-2015,2015,3,29,13,Sunday,2015 Q1,65,5,8,3,2
15,30-03-2015,2015,3,30,14,Monday,2015 Q1,66,5,8,3,2
15,31-03-2015,2015,3,31,14,Tuesday,2015 Q1,66,5,8,3,2
16,01-04-2015,2015,4,1,14,Wednesday,2015 Q2,66,6,8,3,2
16,02-04-2015,2015,4,2,14,Thursday,2015 Q2,66,6,8,3,2
16,03-04-2015,2015,4,3,14,Friday,2015 Q2,66,6,8,3,2
16,04-04-2015,2015,4,4,14,Saturday,2015 Q2,66,6,8,3,2
16,05-04-2015,2015,4,5,14,Sunday,2015 Q2,66,6,8,3,2
16,06-04-2015,2015,4,6,15,Monday,2015 Q2,67,6,8,3,2
16,07-04-2015,2015,4,7,15,Tuesday,2015 Q2,67,6,8,3,2
16,08-04-2015,2015,4,8,15,Wednesday,2015 Q2,67,6,8,3,2
16,09-04-2015,2015,4,9,15,Thursday,2015 Q2,67,6,8,3,2
16,10-04-2015,2015,4,10,15,Friday,2015 Q2,67,6,8,3,2
16,11-04-2015,2015,4,11,15,Saturday,2015 Q2,67,6,8,3,2
16,12-04-2015,2015,4,12,15,Sunday,2015 Q2,67,6,8,3,2
16,13-04-2015,2015,4,13,16,Monday,2015 Q2,68,6,8,3,2
16,14-04-2015,2015,4,14,16,Tuesday,2015 Q2,68,6,8,3,2
16,15-04-2015,2015,4,15,16,Wednesday,2015 Q2,68,6,8,3,2
16,16-04-2015,2015,4,16,16,Thursday,2015 Q2,68,6,8,3,2
16,17-04-2015,2015,4,17,16,Friday,2015 Q2,68,6,8,3,2
16,18-04-2015,2015,4,18,16,Saturday,2015 Q2,68,6,8,3,2
16,19-04-2015,2015,4,19,16,Sunday,2015 Q2,68,6,8,3,2
16,20-04-2015,2015,4,20,17,Monday,2015 Q2,69,6,8,3,2
16,21-04-2015,2015,4,21,17,Tuesday,2015 Q2,69,6,8,3,2
16,22-04-2015,2015,4,22,17,Wednesday,2015 Q2,69,6,8,3,2
16,23-04-2015,2015,4,23,17,Thursday,2015 Q2,69,6,8,3,2
16,24-04-2015,2015,4,24,17,Friday,2015 Q2,69,6,8,3,2
16,25-04-2015,2015,4,25,17,Saturday,2015 Q2,69,6,8,3,2
16,26-04-2015,2015,4,26,17,Sunday,2015 Q2,69,6,8,3,2
16,27-04-2015,2015,4,27,18,Monday,2015 Q2,70,6,8,3,2
16,28-04-2015,2015,4,28,18,Tuesday,2015 Q2,70,6,8,3,2
16,29-04-2015,2015,4,29,18,Wednesday,2015 Q2,70,6,8,3,2
16,30-04-2015,2015,4,30,18,Thursday,2015 Q2,70,6,8,3,2
17,01-05-2015,2015,5,1,18,Friday,2015 Q2,70,6,9,3,2
17,02-05-2015,2015,5,2,18,Saturday,2015 Q2,70,6,9,3,2
17,03-05-2015,2015,5,3,18,Sunday,2015 Q2,70,6,9,3,2
17,04-05-2015,2015,5,4,19,Monday,2015 Q2,71,6,9,3,2
17,05-05-2015,2015,5,5,19,Tuesday,2015 Q2,71,6,9,3,2
17,06-05-2015,2015,5,6,19,Wednesday,2015 Q2,71,6,9,3,2
17,07-05-2015,2015,5,7,19,Thursday,2015 Q2,71,6,9,3,2
17,08-05-2015,2015,5,8,19,Friday,2015 Q2,71,6,9,3,2
17,09-05-2015,2015,5,9,19,Saturday,2015 Q2,71,6,9,3,2
17,10-05-2015,2015,5,10,19,Sunday,2015 Q2,71,6,9,3,2
17,11-05-2015,2015,5,11,20,Monday,2015 Q2,72,6,9,3,2
17,12-05-2015,2015,5,12,20,Tuesday,2015 Q2,72,6,9,3,2
17,13-05-2015,2015,5,13,20,Wednesday,2015 Q2,72,6,9,3,2
17,14-05-2015,2015,5,14,20,Thursday,2015 Q2,72,6,9,3,2
17,15-05-2015,2015,5,15,20,Friday,2015 Q2,72,6,9,3,2
17,16-05-2015,2015,5,16,20,Saturday,2015 Q2,72,6,9,3,2
17,17-05-2015,2015,5,17,20,Sunday,2015 Q2,72,6,9,3,2
17,18-05-2015,2015,5,18,21,Monday,2015 Q2,73,6,9,3,2
17,19-05-2015,2015,5,19,21,Tuesday,2015 Q2,73,6,9,3,2
17,20-05-2015,2015,5,20,21,Wednesday,2015 Q2,73,6,9,3,2
17,21-05-2015,2015,5,21,21,Thursday,2015 Q2,73,6,9,3,2
17,22-05-2015,2015,5,22,21,Friday,2015 Q2,73,6,9,3,2
17,23-05-2015,2015,5,23,21,Saturday,2015 Q2,73,6,9,3,2
17,24-05-2015,2015,5,24,21,Sunday,2015 Q2,73,6,9,3,2
17,25-05-2015,2015,5,25,22,Monday,2015 Q2,74,6,9,3,2
17,26-05-2015,2015,5,26,22,Tuesday,2015 Q2,74,6,9,3,2
17,27-05-2015,2015,5,27,22,Wednesday,2015 Q2,74,6,9,3,2
17,28-05-2015,2015,5,28,22,Thursday,2015 Q2,74,6,9,3,2
17,29-05-2015,2015,5,29,22,Friday,2015 Q2,74,6,9,3,2
17,30-05-2015,2015,5,30,22,Saturday,2015 Q2,74,6,9,3,2
17,31-05-2015,2015,5,31,22,Sunday,2015 Q2,74,6,9,3,2
18,01-06-2015,2015,6,1,23,Monday,2015 Q2,75,6,9,3,2
18,02-06-2015,2015,6,2,23,Tuesday,2015 Q2,75,6,9,3,2
18,03-06-2015,2015,6,3,23,Wednesday,2015 Q2,75,6,9,3,2
18,04-06-2015,2015,6,4,23,Thursday,2015 Q2,75,6,9,3,2
18,05-06-2015,2015,6,5,23,Friday,2015 Q2,75,6,9,3,2
18,06-06-2015,2015,6,6,23,Saturday,2015 Q2,75,6,9,3,2
18,07-06-2015,2015,6,7,23,Sunday,2015 Q2,75,6,9,3,2
18,08-06-2015,2015,6,8,24,Monday,2015 Q2,76,6,9,3,2
18,09-06-2015,2015,6,9,24,Tuesday,2015 Q2,76,6,9,3,2
18,10-06-2015,2015,6,10,24,Wednesday,2015 Q2,76,6,9,3,2
18,11-06-2015,2015,6,11,24,Thursday,2015 Q2,76,6,9,3,2
18,12-06-2015,2015,6,12,24,Friday,2015 Q2,76,6,9,3,2
18,13-06-2015,2015,6,13,24,Saturday,2015 Q2,76,6,9,3,2
18,14-06-2015,2015,6,14,24,Sunday,2015 Q2,76,6,9,3,2
18,15-06-2015,2015,6,15,25,Monday,2015 Q2,77,6,9,3,2
18,16-06-2015,2015,6,16,25,Tuesday,2015 Q2,77,6,9,3,2
18,17-06-2015,2015,6,17,25,Wednesday,2015 Q2,77,6,9,3,2
18,18-06-2015,2015,6,18,25,Thursday,2015 Q2,77,6,9,3,2
18,19-06-2015,2015,6,19,25,Friday,2015 Q2,77,6,9,3,2
18,20-06-2015,2015,6,20,25,Saturday,2015 Q2,77,6,9,3,2
18,21-06-2015,2015,6,21,25,Sunday,2015 Q2,77,6,9,3,2
18,22-06-2015,2015,6,22,26,Monday,2015 Q2,78,6,9,3,2
18,23-06-2015,2015,6,23,26,Tuesday,2015 Q2,78,6,9,3,2
18,24-06-2015,2015,6,24,26,Wednesday,2015 Q2,78,6,9,3,2
18,25-06-2015,2015,6,25,26,Thursday,2015 Q2,78,6,9,3,2
18,26-06-2015,2015,6,26,26,Friday,2015 Q2,78,6,9,3,2
18,27-06-2015,2015,6,27,26,Saturday,2015 Q2,78,6,9,3,2
18,28-06-2015,2015,6,28,26,Sunday,2015 Q2,78,6,9,3,2
18,29-06-2015,2015,6,29,27,Monday,2015 Q2,79,6,9,3,2
18,30-06-2015,2015,6,30,27,Tuesday,2015 Q2,79,6,9,3,2
19,01-07-2015,2015,7,1,27,Wednesday,2015 Q3,79,7,10,4,2
19,02-07-2015,2015,7,2,27,Thursday,2015 Q3,79,7,10,4,2
19,03-07-2015,2015,7,3,27,Friday,2015 Q3,79,7,10,4,2
19,04-07-2015,2015,7,4,27,Saturday,2015 Q3,79,7,10,4,2
19,05-07-2015,2015,7,5,27,Sunday,2015 Q3,79,7,10,4,2
19,06-07-2015,2015,7,6,28,Monday,2015 Q3,80,7,10,4,2
19,07-07-2015,2015,7,7,28,Tuesday,2015 Q3,80,7,10,4,2
19,08-07-2015,2015,7,8,28,Wednesday,2015 Q3,80,7,10,4,2
19,09-07-2015,2015,7,9,28,Thursday,2015 Q3,80,7,10,4,2
19,10-07-2015,2015,7,10,28,Friday,2015 Q3,80,7,10,4,2
19,11-07-2015,2015,7,11,28,Saturday,2015 Q3,80,7,10,4,2
19,12-07-2015,2015,7,12,28,Sunday,2015 Q3,80,7,10,4,2
19,13-07-2015,2015,7,13,29,Monday,2015 Q3,81,7,10,4,2
19,14-07-2015,2015,7,14,29,Tuesday,2015 Q3,81,7,10,4,2
19,15-07-2015,2015,7,15,29,Wednesday,2015 Q3,81,7,10,4,2
19,16-07-2015,2015,7,16,29,Thursday,2015 Q3,81,7,10,4,2
19,17-07-2015,2015,7,17,29,Friday,2015 Q3,81,7,10,4,2
19,18-07-2015,2015,7,18,29,Saturday,2015 Q3,81,7,10,4,2
19,19-07-2015,2015,7,19,29,Sunday,2015 Q3,81,7,10,4,2
19,20-07-2015,2015,7,20,30,Monday,2015 Q3,82,7,10,4,2
19,21-07-2015,2015,7,21,30,Tuesday,2015 Q3,82,7,10,4,2
19,22-07-2015,2015,7,22,30,Wednesday,2015 Q3,82,7,10,4,2
19,23-07-2015,2015,7,23,30,Thursday,2015 Q3,82,7,10,4,2
19,24-07-2015,2015,7,24,30,Friday,2015 Q3,82,7,10,4,2
19,25-07-2015,2015,7,25,30,Saturday,2015 Q3,82,7,10,4,2
19,26-07-2015,2015,7,26,30,Sunday,2015 Q3,82,7,10,4,2
19,27-07-2015,2015,7,27,31,Monday,2015 Q3,83,7,10,4,2
19,28-07-2015,2015,7,28,31,Tuesday,2015 Q3,83,7,10,4,2
19,29-07-2015,2015,7,29,31,Wednesday,2015 Q3,83,7,10,4,2
19,30-07-2015,2015,7,30,31,Thursday,2015 Q3,83,7,10,4,2
19,31-07-2015,2015,7,31,31,Friday,2015 Q3,83,7,10,4,2
20,01-08-2015,2015,8,1,31,Saturday,2015 Q3,83,7,10,4,2
20,02-08-2015,2015,8,2,31,Sunday,2015 Q3,83,7,10,4,2
20,03-08-2015,2015,8,3,32,Monday,2015 Q3,84,7,10,4,2
20,04-08-2015,2015,8,4,32,Tuesday,2015 Q3,84,7,10,4,2
20,05-08-2015,2015,8,5,32,Wednesday,2015 Q3,84,7,10,4,2
20,06-08-2015,2015,8,6,32,Thursday,2015 Q3,84,7,10,4,2
20,07-08-2015,2015,8,7,32,Friday,2015 Q3,84,7,10,4,2
20,08-08-2015,2015,8,8,32,Saturday,2015 Q3,84,7,10,4,2
20,09-08-2015,2015,8,9,32,Sunday,2015 Q3,84,7,10,4,2
20,10-08-2015,2015,8,10,33,Monday,2015 Q3,85,7,10,4,2
20,11-08-2015,2015,8,11,33,Tuesday,2015 Q3,85,7,10,4,2
20,12-08-2015,2015,8,12,33,Wednesday,2015 Q3,85,7,10,4,2
20,13-08-2015,2015,8,13,33,Thursday,2015 Q3,85,7,10,4,2
20,14-08-2015,2015,8,14,33,Friday,2015 Q3,85,7,10,4,2
20,15-08-2015,2015,8,15,33,Saturday,2015 Q3,85,7,10,4,2
20,16-08-2015,2015,8,16,33,Sunday,2015 Q3,85,7,10,4,2
20,17-08-2015,2015,8,17,34,Monday,2015 Q3,86,7,10,4,2
20,18-08-2015,2015,8,18,34,Tuesday,2015 Q3,86,7,10,4,2
20,19-08-2015,2015,8,19,34,Wednesday,2015 Q3,86,7,10,4,2
20,20-08-2015,2015,8,20,34,Thursday,2015 Q3,86,7,10,4,2
20,21-08-2015,2015,8,21,34,Friday,2015 Q3,86,7,10,4,2
20,22-08-2015,2015,8,22,34,Saturday,2015 Q3,86,7,10,4,2
20,23-08-2015,2015,8,23,34,Sunday,2015 Q3,86,7,10,4,2
20,24-08-2015,2015,8,24,35,Monday,2015 Q3,87,7,10,4,2
20,25-08-2015,2015,8,25,35,Tuesday,2015 Q3,87,7,10,4,2
20,26-08-2015,2015,8,26,35,Wednesday,2015 Q3,87,7,10,4,2
20,27-08-2015,2015,8,27,35,Thursday,2015 Q3,87,7,10,4,2
20,28-08-2015,2015,8,28,35,Friday,2015 Q3,87,7,10,4,2
20,29-08-2015,2015,8,29,35,Saturday,2015 Q3,87,7,10,4,2
20,30-08-2015,2015,8,30,35,Sunday,2015 Q3,87,7,10,4,2
20,31-08-2015,2015,8,31,36,Monday,2015 Q3,88,7,10,4,2
21,01-09-2015,2015,9,1,36,Tuesday,2015 Q3,88,7,11,4,2
21,02-09-2015,2015,9,2,36,Wednesday,2015 Q3,88,7,11,4,2
21,03-09-2015,2015,9,3,36,Thursday,2015 Q3,88,7,11,4,2
21,04-09-2015,2015,9,4,36,Friday,2015 Q3,88,7,11,4,2
21,05-09-2015,2015,9,5,36,Saturday,2015 Q3,88,7,11,4,2
21,06-09-2015,2015,9,6,36,Sunday,2015 Q3,88,7,11,4,2
21,07-09-2015,2015,9,7,37,Monday,2015 Q3,89,7,11,4,2
21,08-09-2015,2015,9,8,37,Tuesday,2015 Q3,89,7,11,4,2
21,09-09-2015,2015,9,9,37,Wednesday,2015 Q3,89,7,11,4,2
21,10-09-2015,2015,9,10,37,Thursday,2015 Q3,89,7,11,4,2
21,11-09-2015,2015,9,11,37,Friday,2015 Q3,89,7,11,4,2
21,12-09-2015,2015,9,12,37,Saturday,2015 Q3,89,7,11,4,2
21,13-09-2015,2015,9,13,37,Sunday,2015 Q3,89,7,11,4,2
21,14-09-2015,2015,9,14,38,Monday,2015 Q3,90,7,11,4,2
21,15-09-2015,2015,9,15,38,Tuesday,2015 Q3,90,7,11,4,2
21,16-09-2015,2015,9,16,38,Wednesday,2015 Q3,90,7,11,4,2
21,17-09-2015,2015,9,17,38,Thursday,2015 Q3,90,7,11,4,2
21,18-09-2015,2015,9,18,38,Friday,2015 Q3,90,7,11,4,2
21,19-09-2015,2015,9,19,38,Saturday,2015 Q3,90,7,11,4,2
21,20-09-2015,2015,9,20,38,Sunday,2015 Q3,90,7,11,4,2
21,21-09-2015,2015,9,21,39,Monday,2015 Q3,91,7,11,4,2
21,22-09-2015,2015,9,22,39,Tuesday,2015 Q3,91,7,11,4,2
21,23-09-2015,2015,9,23,39,Wednesday,2015 Q3,91,7,11,4,2
21,24-09-2015,2015,9,24,39,Thursday,2015 Q3,91,7,11,4,2
21,25-09-2015,2015,9,25,39,Friday,2015 Q3,91,7,11,4,2
21,26-09-2015,2015,9,26,39,Saturday,2015 Q3,91,7,11,4,2
21,27-09-2015,2015,9,27,39,Sunday,2015 Q3,91,7,11,4,2
21,28-09-2015,2015,9,28,40,Monday,2015 Q3,92,7,11,4,2
21,29-09-2015,2015,9,29,40,Tuesday,2015 Q3,92,7,11,4,2
21,30-09-2015,2015,9,30,40,Wednesday,2015 Q3,92,7,11,4,2
22,01-10-2015,2015,10,1,40,Thursday,2015 Q4,92,8,11,4,2
22,02-10-2015,2015,10,2,40,Friday,2015 Q4,92,8,11,4,2
22,03-10-2015,2015,10,3,40,Saturday,2015 Q4,92,8,11,4,2
22,04-10-2015,2015,10,4,40,Sunday,2015 Q4,92,8,11,4,2
22,05-10-2015,2015,10,5,41,Monday,2015 Q4,93,8,11,4,2
22,06-10-2015,2015,10,6,41,Tuesday,2015 Q4,93,8,11,4,2
22,07-10-2015,2015,10,7,41,Wednesday,2015 Q4,93,8,11,4,2
22,08-10-2015,2015,10,8,41,Thursday,2015 Q4,93,8,11,4,2
22,09-10-2015,2015,10,9,41,Friday,2015 Q4,93,8,11,4,2
22,10-10-2015,2015,10,10,41,Saturday,2015 Q4,93,8,11,4,2
22,11-10-2015,2015,10,11,41,Sunday,2015 Q4,93,8,11,4,2
22,12-10-2015,2015,10,12,42,Monday,2015 Q4,94,8,11,4,2
22,13-10-2015,2015,10,13,42,Tuesday,2015 Q4,94,8,11,4,2
22,14-10-2015,2015,10,14,42,Wednesday,2015 Q4,94,8,11,4,2
22,15-10-2015,2015,10,15,42,Thursday,2015 Q4,94,8,11,4,2
22,16-10-2015,2015,10,16,42,Friday,2015 Q4,94,8,11,4,2
22,17-10-2015,2015,10,17,42,Saturday,2015 Q4,94,8,11,4,2
22,18-10-2015,2015,10,18,42,Sunday,2015 Q4,94,8,11,4,2
22,19-10-2015,2015,10,19,43,Monday,2015 Q4,95,8,11,4,2
22,20-10-2015,2015,10,20,43,Tuesday,2015 Q4,95,8,11,4,2
22,21-10-2015,2015,10,21,43,Wednesday,2015 Q4,95,8,11,4,2
22,22-10-2015,2015,10,22,43,Thursday,2015 Q4,95,8,11,4,2
22,23-10-2015,2015,10,23,43,Friday,2015 Q4,95,8,11,4,2
22,24-10-2015,2015,10,24,43,Saturday,2015 Q4,95,8,11,4,2
22,25-10-2015,2015,10,25,43,Sunday,2015 Q4,95,8,11,4,2
22,26-10-2015,2015,10,26,44,Monday,2015 Q4,96,8,11,4,2
22,27-10-2015,2015,10,27,44,Tuesday,2015 Q4,96,8,11,4,2
22,28-10-2015,2015,10,28,44,Wednesday,2015 Q4,96,8,11,4,2
22,29-10-2015,2015,10,29,44,Thursday,2015 Q4,96,8,11,4,2
22,30-10-2015,2015,10,30,44,Friday,2015 Q4,96,8,11,4,2
22,31-10-2015,2015,10,31,44,Saturday,2015 Q4,96,8,11,4,2
23,01-11-2015,2015,11,1,44,Sunday,2015 Q4,96,8,12,4,2
23,02-11-2015,2015,11,2,45,Monday,2015 Q4,97,8,12,4,2
23,03-11-2015,2015,11,3,45,Tuesday,2015 Q4,97,8,12,4,2
23,04-11-2015,2015,11,4,45,Wednesday,2015 Q4,97,8,12,4,2
23,05-11-2015,2015,11,5,45,Thursday,2015 Q4,97,8,12,4,2
23,06-11-2015,2015,11,6,45,Friday,2015 Q4,97,8,12,4,2
23,07-11-2015,2015,11,7,45,Saturday,2015 Q4,97,8,12,4,2
23,08-11-2015,2015,11,8,45,Sunday,2015 Q4,97,8,12,4,2
23,09-11-2015,2015,11,9,46,Monday,2015 Q4,98,8,12,4,2
23,10-11-2015,2015,11,10,46,Tuesday,2015 Q4,98,8,12,4,2
23,11-11-2015,2015,11,11,46,Wednesday,2015 Q4,98,8,12,4,2
23,12-11-2015,2015,11,12,46,Thursday,2015 Q4,98,8,12,4,2
23,13-11-2015,2015,11,13,46,Friday,2015 Q4,98,8,12,4,2
23,14-11-2015,2015,11,14,46,Saturday,2015 Q4,98,8,12,4,2
23,15-11-2015,2015,11,15,46,Sunday,2015 Q4,98,8,12,4,2
23,16-11-2015,2015,11,16,47,Monday,2015 Q4,99,8,12,4,2
23,17-11-2015,2015,11,17,47,Tuesday,2015 Q4,99,8,12,4,2
23,18-11-2015,2015,11,18,47,Wednesday,2015 Q4,99,8,12,4,2
23,19-11-2015,2015,11,19,47,Thursday,2015 Q4,99,8,12,4,2
23,20-11-2015,2015,11,20,47,Friday,2015 Q4,99,8,12,4,2
23,21-11-2015,2015,11,21,47,Saturday,2015 Q4,99,8,12,4,2
23,22-11-2015,2015,11,22,47,Sunday,2015 Q4,99,8,12,4,2
23,23-11-2015,2015,11,23,48,Monday,2015 Q4,100,8,12,4,2
23,24-11-2015,2015,11,24,48,Tuesday,2015 Q4,100,8,12,4,2
23,25-11-2015,2015,11,25,48,Wednesday,2015 Q4,100,8,12,4,2
23,26-11-2015,2015,11,26,48,Thursday,2015 Q4,100,8,12,4,2
